ids,level,vendor_value,default_skin,chat_link,name,icon,description,type,rarity,flags,game_types,restrictions
507,77,158,102,[&AgH7AQAA],Shaman's Privateer Hat of Divinity,https://render.guildwars2.com/file/746AA96A7C3E3136087451094F7D4DC403B526E7/61020.png,,Armor,Masterwork,[Ljava.lang.String;@3bb4766c,[Ljava.lang.String;@332ec033,[Ljava.lang.String;@17875cf8
508,55,216,63,[&AgH8AQAA],Honed Conjurer Chest of Balthazar,https://render.guildwars2.com/file/76CD08463A05730071D400254141B50E570662D3/61023.png,,Armor,Rare,[Ljava.lang.String;@7f1ee5a,[Ljava.lang.String;@1f6eefde,[Ljava.lang.String;@5a849b58
509,59,77,31,[&AgH9AQAA],Ravaging Swindler Coat,https://render.guildwars2.com/file/A3000C0865ABF0A071084F0F0D364610C6F0B503/61021.png,,Armor,Fine,[Ljava.lang.String;@77497c6c,[Ljava.lang.String;@7fc2cfe1,[Ljava.lang.String;@17bacfd8
510,45,82,74,[&AgH+AQAA],Ravaging Reinforced Scale Boots of Mercy,https://render.guildwars2.com/file/17C9516D0F0B2EBA616ED794C00F59411E931702/61014.png,,Armor,Masterwork,[Ljava.lang.String;@691ac82c,[Ljava.lang.String;@558c637f,[Ljava.lang.String;@3c5803e8
511,80,165,102,[&AgH/AQAA],Shaman's Privateer Hat of the Flame Legion,https://render.guildwars2.com/file/746AA96A7C3E3136087451094F7D4DC403B526E7/61020.png,,Armor,Masterwork,[Ljava.lang.String;@7d5ddfb4,[Ljava.lang.String;@4239239b,[Ljava.lang.String;@74182738
512,62,239,63,[&AgEAAgAA],Rampager's Conjurer Chest of the Flame Legion,https://render.guildwars2.com/file/76CD08463A05730071D400254141B50E570662D3/61023.png,,Armor,Rare,[Ljava.lang.String;@8233d10,[Ljava.lang.String;@1b10f3df,[Ljava.lang.String;@10be2edd
513,8,13,48,[&AgEBAgAA],Vital Studded Boots,https://render.guildwars2.com/file/C05DCA62E84D18EF46D5357C217956C55BC3063E/61013.png,,Armor,Fine,[Ljava.lang.String;@25aafa15,[Ljava.lang.String;@34f0980d,[Ljava.lang.String;@28e21b47
514,69,261,63,[&AgECAgAA],Rampager's Conjurer Chest of Infiltration,https://render.guildwars2.com/file/76CD08463A05730071D400254141B50E570662D3/61023.png,,Armor,Rare,[Ljava.lang.String;@494b0040,[Ljava.lang.String;@3bc3312e,[Ljava.lang.String;@b43f6ab
515,63,108,74,[&AgEDAgAA],Carrion Reinforced Scale Boots of Dwayna,https://render.guildwars2.com/file/17C9516D0F0B2EBA616ED794C00F59411E931702/61014.png,,Armor,Masterwork,[Ljava.lang.String;@33c3fca7,[Ljava.lang.String;@221bb39f,[Ljava.lang.String;@73acb3
516,66,140,102,[&AgEEAgAA],Cleric's Privateer Hat of the Citadel,https://render.guildwars2.com/file/746AA96A7C3E3136087451094F7D4DC403B526E7/61020.png,,Armor,Masterwork,[Ljava.lang.String;@1411e4b8,[Ljava.lang.String;@381b0459,[Ljava.lang.String;@47e3cf8e
517,61,78,46,[&AgEFAgAA],Berserker's Privateer Coat,https://render.guildwars2.com/file/9E384E500AE801DE793FFB0149BE330BDA542C58/61024.png,,Armor,Fine,[Ljava.lang.String;@5ae8e5f5,[Ljava.lang.String;@4147fe34,[Ljava.lang.String;@219e1389
518,76,284,63,[&AgEGAgAA],Rampager's Conjurer Chest of Lyssa,https://render.guildwars2.com/file/76CD08463A05730071D400254141B50E570662D3/61023.png,,Armor,Rare,[Ljava.lang.String;@7858378b,[Ljava.lang.String;@6582b238,[Ljava.lang.String;@1bca56e2
519,80,297,63,[&AgEHAgAA],Rampager's Conjurer Chest of Infiltration,https://render.guildwars2.com/file/76CD08463A05730071D400254141B50E570662D3/61023.png,,Armor,Rare,[Ljava.lang.String;@4a191c49,[Ljava.lang.String;@73449eee,[Ljava.lang.String;@327e1cc
520,72,150,102,[&AgEIAgAA],Cleric's Privateer Hat of Rata Sum,https://render.guildwars2.com/file/746AA96A7C3E3136087451094F7D4DC403B526E7/61020.png,,Armor,Masterwork,[Ljava.lang.String;@4a93ca0c,[Ljava.lang.String;@48ea6c43,[Ljava.lang.String;@1f8e285e
521,79,130,74,[&AgEJAgAA],Carrion Reinforced Scale Boots of Lyssa,https://render.guildwars2.com/file/17C9516D0F0B2EBA616ED794C00F59411E931702/61014.png,,Armor,Masterwork,[Ljava.lang.String;@231b83e2,[Ljava.lang.String;@770cfe27,[Ljava.lang.String;@6c1f0cf1
522,66,84,46,[&AgEKAgAA],Berserker's Privateer Coat,https://render.guildwars2.com/file/9E384E500AE801DE793FFB0149BE330BDA542C58/61024.png,,Armor,Fine,[Ljava.lang.String;@2bd05f4,[Ljava.lang.String;@7dc682d2,[Ljava.lang.String;@6d2ba68b
523,70,266,63,[&AgELAgAA],Shaman's Conjurer Chest of the Grove,https://render.guildwars2.com/file/76CD08463A05730071D400254141B50E570662D3/61023.png,,Armor,Rare,[Ljava.lang.String;@7947475b,[Ljava.lang.String;@13bf6f22,[Ljava.lang.String;@5aa6bf95
524,78,160,102,[&AgEMAgAA],Cleric's Privateer Hat of the Citadel,https://render.guildwars2.com/file/746AA96A7C3E3136087451094F7D4DC403B526E7/61020.png,,Armor,Masterwork,[Ljava.lang.String;@6a0955b4,[Ljava.lang.String;@29b7aa31,[Ljava.lang.String;@4119165a
525,80,165,102,[&AgENAgAA],Cleric's Privateer Hat of the Lich,https://render.guildwars2.com/file/746AA96A7C3E3136087451094F7D4DC403B526E7/61020.png,,Armor,Masterwork,[Ljava.lang.String;@2e2c53fb,[Ljava.lang.String;@e28077f,[Ljava.lang.String;@1a5ad2a9
526,77,284,63,[&AgEOAgAA],Shaman's Conjurer Chest of the Eagle,https://render.guildwars2.com/file/76CD08463A05730071D400254141B50E570662D3/61023.png,,Armor,Rare,[Ljava.lang.String;@1378bc7e,[Ljava.lang.String;@5f879661,[Ljava.lang.String;@115a6111
527,40,76,74,[&AgEPAgAA],Honed Reinforced Scale Boots of Hoelbrak,https://render.guildwars2.com/file/17C9516D0F0B2EBA616ED794C00F59411E931702/61014.png,,Armor,Masterwork,[Ljava.lang.String;@5d593609,[Ljava.lang.String;@b94fa90,[Ljava.lang.String;@6843411d
528,71,89,46,[&AgEQAgAA],Berserker's Privateer Coat,https://render.guildwars2.com/file/9E384E500AE801DE793FFB0149BE330BDA542C58/61024.png,,Armor,Fine,[Ljava.lang.String;@2ad3f7ed,[Ljava.lang.String;@3e2e75c0,[Ljava.lang.String;@124258ef
529,80,297,63,[&AgERAgAA],Shaman's Conjurer Chest of Divinity,https://render.guildwars2.com/file/76CD08463A05730071D400254141B50E570662D3/61023.png,,Armor,Rare,[Ljava.lang.String;@607ba813,[Ljava.lang.String;@5522476e,[Ljava.lang.String;@186fa87f
530,71,266,63,[&AgESAgAA],Cleric's Conjurer Chest of the Eagle,https://render.guildwars2.com/file/76CD08463A05730071D400254141B50E570662D3/61023.png,,Armor,Rare,[Ljava.lang.String;@186a0ebd,[Ljava.lang.String;@256c1693,[Ljava.lang.String;@62b22c67
531,78,288,63,[&AgETAgAA],Cleric's Conjurer Chest of Scavenging,https://render.guildwars2.com/file/76CD08463A05730071D400254141B50E570662D3/61023.png,,Armor,Rare,[Ljava.lang.String;@7fb5c1e,[Ljava.lang.String;@4f2ca5ba,[Ljava.lang.String;@a31ea42
532,13,18,48,[&AgEUAgAA],Vital Studded Boots,https://render.guildwars2.com/file/C05DCA62E84D18EF46D5357C217956C55BC3063E/61013.png,,Armor,Fine,[Ljava.lang.String;@79132e77,[Ljava.lang.String;@24d586e7,[Ljava.lang.String;@e7ef6b2
533,39,139,102,[&AgEVAgAA],Strong Privateer Hat of Infiltration,https://render.guildwars2.com/file/746AA96A7C3E3136087451094F7D4DC403B526E7/61020.png,,Armor,Rare,[Ljava.lang.String;@b987ec5,[Ljava.lang.String;@6b988957,[Ljava.lang.String;@63f2d87d
534,46,84,74,[&AgEWAgAA],Honed Reinforced Scale Boots of Melandru,https://render.guildwars2.com/file/17C9516D0F0B2EBA616ED794C00F59411E931702/61014.png,,Armor,Masterwork,[Ljava.lang.String;@1a4069d7,[Ljava.lang.String;@52e6420c,[Ljava.lang.String;@7d9bab36
535,46,158,102,[&AgEXAgAA],Strong Privateer Hat of the Lich,https://render.guildwars2.com/file/746AA96A7C3E3136087451094F7D4DC403B526E7/61020.png,,Armor,Rare,[Ljava.lang.String;@8dfb5c8,[Ljava.lang.String;@11487bd5,[Ljava.lang.String;@71deadd2
536,52,92,74,[&AgEYAgAA],Honed Reinforced Scale Boots of the Flame Legion,https://render.guildwars2.com/file/17C9516D0F0B2EBA616ED794C00F59411E931702/61014.png,,Armor,Masterwork,[Ljava.lang.String;@513c7ac4,[Ljava.lang.String;@2438f4de,[Ljava.lang.String;@76fcb55f
537,76,95,46,[&AgEZAgAA],Berserker's Privateer Coat,https://render.guildwars2.com/file/9E384E500AE801DE793FFB0149BE330BDA542C58/61024.png,,Armor,Fine,[Ljava.lang.String;@72c8366f,[Ljava.lang.String;@409098a8,[Ljava.lang.String;@23ed0a60
538,80,297,63,[&AgEaAgAA],Cleric's Conjurer Chest of the Traveler,https://render.guildwars2.com/file/76CD08463A05730071D400254141B50E570662D3/61023.png,,Armor,Rare,[Ljava.lang.String;@3028050f,[Ljava.lang.String;@3e0362b,[Ljava.lang.String;@4771ab27
539,72,270,63,[&AgEbAgAA],Conjurer Chest of Rage,https://render.guildwars2.com/file/76CD08463A05730071D400254141B50E570662D3/61023.png,,Armor,Rare,[Ljava.lang.String;@c0417a3,[Ljava.lang.String;@7c747b51,[Ljava.lang.String;@7ea75b9a
540,53,177,102,[&AgEcAgAA],Strong Privateer Hat of Rage,https://render.guildwars2.com/file/746AA96A7C3E3136087451094F7D4DC403B526E7/61020.png,,Armor,Rare,[Ljava.lang.String;@3445effa,[Ljava.lang.String;@18504fde,[Ljava.lang.String;@47a11176
541,80,99,46,[&AgEdAgAA],Berserker's Privateer Coat,https://render.guildwars2.com/file/9E384E500AE801DE793FFB0149BE330BDA542C58/61024.png,,Armor,Fine,[Ljava.lang.String;@39ee993,[Ljava.lang.String;@183fec25,[Ljava.lang.String;@28b6e43
542,79,293,63,[&AgEeAgAA],Conjurer Chest of the Flame Legion,https://render.guildwars2.com/file/76CD08463A05730071D400254141B50E570662D3/61023.png,,Armor,Rare,[Ljava.lang.String;@4deee5c5,[Ljava.lang.String;@39c84f9a,[Ljava.lang.String;@5ef1c242
543,58,100,74,[&AgEfAgAA],Honed Reinforced Scale Boots of Scavenging,https://render.guildwars2.com/file/17C9516D0F0B2EBA616ED794C00F59411E931702/61014.png,,Armor,Masterwork,[Ljava.lang.String;@75156a9,[Ljava.lang.String;@3dab4b4b,[Ljava.lang.String;@46e477fb
544,18,22,48,[&AgEgAgAA],Vital Studded Boots,https://render.guildwars2.com/file/C05DCA62E84D18EF46D5357C217956C55BC3063E/61013.png,,Armor,Fine,[Ljava.lang.String;@16574eb7,[Ljava.lang.String;@1bbeb6ca,[Ljava.lang.String;@7ca857e5
546,40,143,102,[&AgEiAgAA],Ravaging Privateer Hat of Divinity,https://render.guildwars2.com/file/746AA96A7C3E3136087451094F7D4DC403B526E7/61020.png,,Armor,Rare,[Ljava.lang.String;@1996bc24,[Ljava.lang.String;@35187b57,[Ljava.lang.String;@5bfe93d8
547,47,158,102,[&AgEjAgAA],Ravaging Privateer Hat of the Afflicted,https://render.guildwars2.com/file/746AA96A7C3E3136087451094F7D4DC403B526E7/61020.png,,Armor,Rare,[Ljava.lang.String;@6557e03d,[Ljava.lang.String;@490c072f,[Ljava.lang.String;@3f380f9a
548,64,108,74,[&AgEkAgAA],Rampager's Reinforced Scale Boots of the Grove,https://render.guildwars2.com/file/17C9516D0F0B2EBA616ED794C00F59411E931702/61014.png,,Armor,Masterwork,[Ljava.lang.String;@10772bf6,[Ljava.lang.String;@4afb67cd,[Ljava.lang.String;@63e724c2
549,62,80,46,[&AgElAgAA],Carrion Privateer Coat,https://render.guildwars2.com/file/9E384E500AE801DE793FFB0149BE330BDA542C58/61024.png,,Armor,Fine,[Ljava.lang.String;@1cdcb3fb,[Ljava.lang.String;@35dd030d,[Ljava.lang.String;@2489cf74
550,60,195,105,[&AgEmAgAA],Strong Marauder Helm of Grenth,https://render.guildwars2.com/file/67FB026D5F927ADF0591F747CCE3662F33E42668/61025.png,,Armor,Rare,[Ljava.lang.String;@7e122e13,[Ljava.lang.String;@7a81941,[Ljava.lang.String;@5ab0b7d2
551,0,4,53,[&AgEnAgAA],Mighty Country Boots,https://render.guildwars2.com/file/0CC3CC0819042C9692916BE0132CDB0E2E0325AA/61026.png,,Armor,Basic,[Ljava.lang.String;@30a8319f,[Ljava.lang.String;@5fa5e32f,[Ljava.lang.String;@18809b8b
552,67,210,105,[&AgEoAgAA],Berserker's Marauder Helm of Melandru,https://render.guildwars2.com/file/67FB026D5F927ADF0591F747CCE3662F33E42668/61025.png,,Armor,Rare,[Ljava.lang.String;@47d1b16e,[Ljava.lang.String;@368454c2,[Ljava.lang.String;@464875a6
553,70,118,74,[&AgEpAgAA],Rampager's Reinforced Scale Boots of the Afflicted,https://render.guildwars2.com/file/17C9516D0F0B2EBA616ED794C00F59411E931702/61014.png,,Armor,Masterwork,[Ljava.lang.String;@5a08e227,[Ljava.lang.String;@109872c9,[Ljava.lang.String;@4ae065c
554,9,14,48,[&AgEqAgAA],Malign Studded Boots,https://render.guildwars2.com/file/C05DCA62E84D18EF46D5357C217956C55BC3063E/61013.png,,Armor,Fine,[Ljava.lang.String;@14eb62a,[Ljava.lang.String;@1c4a65fe,[Ljava.lang.String;@4f174284
555,0,5,53,[&AgErAgAA],Mighty Country Boots,https://render.guildwars2.com/file/0CC3CC0819042C9692916BE0132CDB0E2E0325AA/61026.png,,Armor,Basic,[Ljava.lang.String;@3b7f21dc,[Ljava.lang.String;@4f743f7f,[Ljava.lang.String;@ded6fa
556,67,84,46,[&AgEsAgAA],Carrion Privateer Coat,https://render.guildwars2.com/file/9E384E500AE801DE793FFB0149BE330BDA542C58/61024.png,,Armor,Fine,[Ljava.lang.String;@75a8b707,[Ljava.lang.String;@371b09af,[Ljava.lang.String;@59fa57f4
557,74,229,105,[&AgEtAgAA],Berserker's Marauder Helm of the Grove,https://render.guildwars2.com/file/67FB026D5F927ADF0591F747CCE3662F33E42668/61025.png,,Armor,Rare,[Ljava.lang.String;@2f652337,[Ljava.lang.String;@1f45b953,[Ljava.lang.String;@707c9d65
558,80,248,105,[&AgEuAgAA],Berserker's Marauder Helm of Dwayna,https://render.guildwars2.com/file/67FB026D5F927ADF0591F747CCE3662F33E42668/61025.png,,Armor,Rare,[Ljava.lang.String;@7b322169,[Ljava.lang.String;@7d48c9a3,[Ljava.lang.String;@4ff56878
559,76,126,74,[&AgEvAgAA],Rampager's Reinforced Scale Boots of Rage,https://render.guildwars2.com/file/17C9516D0F0B2EBA616ED794C00F59411E931702/61014.png,,Armor,Masterwork,[Ljava.lang.String;@5bf64356,[Ljava.lang.String;@31250828,[Ljava.lang.String;@a1bda7e
560,54,177,105,[&AgEwAgAA],Ravaging Marauder Helm of Infiltration,https://render.guildwars2.com/file/67FB026D5F927ADF0591F747CCE3662F33E42668/61025.png,,Armor,Rare,[Ljava.lang.String;@6e49c5ed,[Ljava.lang.String;@7ccc781,[Ljava.lang.String;@1eb1fb18
561,80,132,74,[&AgExAgAA],Rampager's Reinforced Scale Boots of Melandru,https://render.guildwars2.com/file/17C9516D0F0B2EBA616ED794C00F59411E931702/61014.png,,Armor,Masterwork,[Ljava.lang.String;@4aad0a9a,[Ljava.lang.String;@6a6bc88f,[Ljava.lang.String;@b7aea8c
562,72,90,46,[&AgEyAgAA],Carrion Privateer Coat,https://render.guildwars2.com/file/9E384E500AE801DE793FFB0149BE330BDA542C58/61024.png,,Armor,Fine,[Ljava.lang.String;@1a02b9c0,[Ljava.lang.String;@38d999c0,[Ljava.lang.String;@c4201e4
563,14,19,48,[&AgEzAgAA],Malign Studded Boots,https://render.guildwars2.com/file/C05DCA62E84D18EF46D5357C217956C55BC3063E/61013.png,,Armor,Fine,[Ljava.lang.String;@50b0b46a,[Ljava.lang.String;@5f73cb05,[Ljava.lang.String;@2b904eb2
564,61,195,105,[&AgE0AgAA],Carrion Marauder Helm of Rage,https://render.guildwars2.com/file/67FB026D5F927ADF0591F747CCE3662F33E42668/61025.png,,Armor,Rare,[Ljava.lang.String;@37413705,[Ljava.lang.String;@6287c663,[Ljava.lang.String;@236d12d5
565,62,212,30,[&AgE1AgAA],Berserker's Seer Boots of the Flock,https://render.guildwars2.com/file/F640924D5B38FAFAF55BDF9496D41266A132A83C/61027.png,,Armor,Exotic,[Ljava.lang.String;@aa12dd4,[Ljava.lang.String;@3466ca9a,[Ljava.lang.String;@680ea6ab
566,68,214,105,[&AgE2AgAA],Carrion Marauder Helm of Divinity,https://render.guildwars2.com/file/67FB026D5F927ADF0591F747CCE3662F33E42668/61025.png,,Armor,Rare,[Ljava.lang.String;@23befac5,[Ljava.lang.String;@2072aceb,[Ljava.lang.String;@22429065
567,77,95,46,[&AgE3AgAA],Carrion Privateer Coat,https://render.guildwars2.com/file/9E384E500AE801DE793FFB0149BE330BDA542C58/61024.png,,Armor,Fine,[Ljava.lang.String;@3fe44178,[Ljava.lang.String;@6bd8fc93,[Ljava.lang.String;@5ef810f7
568,53,94,74,[&AgE4AgAA],Ravaging Reinforced Scale Boots of the Lich,https://render.guildwars2.com/file/17C9516D0F0B2EBA616ED794C00F59411E931702/61014.png,,Armor,Masterwork,[Ljava.lang.String;@688f62f5,[Ljava.lang.String;@757d111d,[Ljava.lang.String;@59ed5745
569,70,236,30,[&AgE5AgAA],Berserker's Seer Boots of the Citadel,https://render.guildwars2.com/file/F640924D5B38FAFAF55BDF9496D41266A132A83C/61027.png,,Armor,Exotic,[Ljava.lang.String;@470c8b27,[Ljava.lang.String;@5407c1f9,[Ljava.lang.String;@49efc79d
570,80,99,46,[&AgE6AgAA],Carrion Privateer Coat,https://render.guildwars2.com/file/9E384E500AE801DE793FFB0149BE330BDA542C58/61024.png,,Armor,Fine,[Ljava.lang.String;@7a8be69a,[Ljava.lang.String;@597d0f5f,[Ljava.lang.String;@331f1580
571,78,256,30,[&AgE7AgAA],Berserker's Seer Boots of the Dolyak,https://render.guildwars2.com/file/F640924D5B38FAFAF55BDF9496D41266A132A83C/61027.png,,Armor,Exotic,[Ljava.lang.String;@4fbff51,[Ljava.lang.String;@21616662,[Ljava.lang.String;@105782e6
572,75,233,105,[&AgE8AgAA],Carrion Marauder Helm of the Flock,https://render.guildwars2.com/file/67FB026D5F927ADF0591F747CCE3662F33E42668/61025.png,,Armor,Rare,[Ljava.lang.String;@5baf3679,[Ljava.lang.String;@f55b2a,[Ljava.lang.String;@2a0d6f20
573,59,102,74,[&AgE9AgAA],Ravaging Reinforced Scale Boots of Dwayna,https://render.guildwars2.com/file/17C9516D0F0B2EBA616ED794C00F59411E931702/61014.png,,Armor,Masterwork,[Ljava.lang.String;@6619835,[Ljava.lang.String;@24df7a7e,[Ljava.lang.String;@ed949c4
574,80,248,105,[&AgE+AgAA],Carrion Marauder Helm of the Grove,https://render.guildwars2.com/file/67FB026D5F927ADF0591F747CCE3662F33E42668/61025.png,,Armor,Rare,[Ljava.lang.String;@4fec4350,[Ljava.lang.String;@4546caa8,[Ljava.lang.String;@1a1554f4
575,63,81,46,[&AgE/AgAA],Rampager's Privateer Coat,https://render.guildwars2.com/file/9E384E500AE801DE793FFB0149BE330BDA542C58/61024.png,,Armor,Fine,[Ljava.lang.String;@5ec6b91b,[Ljava.lang.String;@739d9750,[Ljava.lang.String;@7d0001
576,80,264,30,[&AgFAAgAA],Zhed's Boots,https://render.guildwars2.com/file/F640924D5B38FAFAF55BDF9496D41266A132A83C/61027.png,,Armor,Exotic,[Ljava.lang.String;@30ff560e,[Ljava.lang.String;@5b1a2f6b,[Ljava.lang.String;@44a2144f
577,55,180,105,[&AgFBAgAA],Honed Marauder Helm of Scavenging,https://render.guildwars2.com/file/67FB026D5F927ADF0591F747CCE3662F33E42668/61025.png,,Armor,Rare,[Ljava.lang.String;@2cb779d2,[Ljava.lang.String;@66b2056c,[Ljava.lang.String;@6c590fa6
578,63,216,30,[&AgFCAgAA],Carrion Seer Boots of Dwayna,https://render.guildwars2.com/file/F640924D5B38FAFAF55BDF9496D41266A132A83C/61027.png,,Armor,Exotic,[Ljava.lang.String;@388d6e0e,[Ljava.lang.String;@2fe3e924,[Ljava.lang.String;@590c00d1
579,62,199,105,[&AgFDAgAA],Rampager's Marauder Helm of Infiltration,https://render.guildwars2.com/file/67FB026D5F927ADF0591F747CCE3662F33E42668/61025.png,,Armor,Rare,[Ljava.lang.String;@7d8c0069,[Ljava.lang.String;@2ea2ecc8,[Ljava.lang.String;@1eb89af1
580,65,110,74,[&AgFEAgAA],Shaman's Reinforced Scale Boots of Rata Sum,https://render.guildwars2.com/file/17C9516D0F0B2EBA616ED794C00F59411E931702/61014.png,,Armor,Masterwork,[Ljava.lang.String;@270b1b7f,[Ljava.lang.String;@3a99c8bf,[Ljava.lang.String;@3e4b788
581,19,23,48,[&AgFFAgAA],Malign Studded Boots,https://render.guildwars2.com/file/C05DCA62E84D18EF46D5357C217956C55BC3063E/61013.png,,Armor,Fine,[Ljava.lang.String;@5951ca17,[Ljava.lang.String;@267ee2a1,[Ljava.lang.String;@52d60ae1
582,71,118,74,[&AgFGAgAA],Shaman's Reinforced Scale Boots of Lyssa,https://render.guildwars2.com/file/17C9516D0F0B2EBA616ED794C00F59411E931702/61014.png,,Armor,Masterwork,[Ljava.lang.String;@74a8afc4,[Ljava.lang.String;@23fed234,[Ljava.lang.String;@72445700
583,69,218,105,[&AgFHAgAA],Rampager's Marauder Helm of Infiltration,https://render.guildwars2.com/file/67FB026D5F927ADF0591F747CCE3662F33E42668/61025.png,,Armor,Rare,[Ljava.lang.String;@1027caab,[Ljava.lang.String;@21c091e4,[Ljava.lang.String;@747a889a
584,71,236,30,[&AgFIAgAA],Carrion Seer Boots of Infiltration,https://render.guildwars2.com/file/F640924D5B38FAFAF55BDF9496D41266A132A83C/61027.png,,Armor,Exotic,[Ljava.lang.String;@24563d42,[Ljava.lang.String;@a0ad9f1,[Ljava.lang.String;@2f6026e5
585,79,260,30,[&AgFJAgAA],Carrion Seer Boots of Balthazar,https://render.guildwars2.com/file/F640924D5B38FAFAF55BDF9496D41266A132A83C/61027.png,,Armor,Exotic,[Ljava.lang.String;@f7e45cb,[Ljava.lang.String;@1a57d54b,[Ljava.lang.String;@46ce52a1
586,76,237,105,[&AgFKAgAA],Rampager's Marauder Helm of Balthazar,https://render.guildwars2.com/file/67FB026D5F927ADF0591F747CCE3662F33E42668/61025.png,,Armor,Rare,[Ljava.lang.String;@68b71393,[Ljava.lang.String;@151a4353,[Ljava.lang.String;@31c33136
587,80,264,30,[&AgFLAgAA],Ogden's Boots,https://render.guildwars2.com/file/F640924D5B38FAFAF55BDF9496D41266A132A83C/61027.png,,Armor,Exotic,[Ljava.lang.String;@52c36f5,[Ljava.lang.String;@55578648,[Ljava.lang.String;@1290476a
588,68,86,46,[&AgFMAgAA],Rampager's Privateer Coat,https://render.guildwars2.com/file/9E384E500AE801DE793FFB0149BE330BDA542C58/61024.png,,Armor,Fine,[Ljava.lang.String;@3af28e8f,[Ljava.lang.String;@5e8d8cba,[Ljava.lang.String;@378134e5
589,73,92,46,[&AgFNAgAA],Rampager's Privateer Coat,https://render.guildwars2.com/file/9E384E500AE801DE793FFB0149BE330BDA542C58/61024.png,,Armor,Fine,[Ljava.lang.String;@27ba9e68,[Ljava.lang.String;@992eae6,[Ljava.lang.String;@3bc84f32
590,77,126,74,[&AgFOAgAA],Shaman's Reinforced Scale Boots of Infiltration,https://render.guildwars2.com/file/17C9516D0F0B2EBA616ED794C00F59411E931702/61014.png,,Armor,Masterwork,[Ljava.lang.String;@55072b2,[Ljava.lang.String;@76eaf5ae,[Ljava.lang.String;@6831e44f
591,80,248,105,[&AgFPAgAA],Rampager's Marauder Helm of Rata Sum,https://render.guildwars2.com/file/67FB026D5F927ADF0591F747CCE3662F33E42668/61025.png,,Armor,Rare,[Ljava.lang.String;@11f987a4,[Ljava.lang.String;@173aa2cb,[Ljava.lang.String;@365c6207
592,80,132,74,[&AgFQAgAA],Shaman's Reinforced Scale Boots of Mercy,https://render.guildwars2.com/file/17C9516D0F0B2EBA616ED794C00F59411E931702/61014.png,,Armor,Masterwork,[Ljava.lang.String;@51a8eb1f,[Ljava.lang.String;@cb19229,[Ljava.lang.String;@4e5f458e
593,21,24,48,[&AgFRAgAA],Strong Studded Boots,https://render.guildwars2.com/file/C05DCA62E84D18EF46D5357C217956C55BC3063E/61013.png,,Armor,Fine,[Ljava.lang.String;@1bc64a18,[Ljava.lang.String;@da0aa6c,[Ljava.lang.String;@d00412b
594,64,216,30,[&AgFSAgAA],Rampager's Seer Boots of Melandru,https://render.guildwars2.com/file/F640924D5B38FAFAF55BDF9496D41266A132A83C/61027.png,,Armor,Exotic,[Ljava.lang.String;@39470630,[Ljava.lang.String;@10f81d8a,[Ljava.lang.String;@18832633
595,70,222,105,[&AgFTAgAA],Shaman's Marauder Helm of Lyssa,https://render.guildwars2.com/file/67FB026D5F927ADF0591F747CCE3662F33E42668/61025.png,,Armor,Rare,[Ljava.lang.String;@17852511,[Ljava.lang.String;@16f2c757,[Ljava.lang.String;@46368c4e
596,72,240,30,[&AgFUAgAA],Rampager's Seer Boots of Rage,https://render.guildwars2.com/file/F640924D5B38FAFAF55BDF9496D41266A132A83C/61027.png,,Armor,Exotic,[Ljava.lang.String;@47058805,[Ljava.lang.String;@79169059,[Ljava.lang.String;@79de2853
597,77,237,105,[&AgFVAgAA],Shaman's Marauder Helm of Scavenging,https://render.guildwars2.com/file/67FB026D5F927ADF0591F747CCE3662F33E42668/61025.png,,Armor,Rare,[Ljava.lang.String;@b788fda,[Ljava.lang.String;@60d67b10,[Ljava.lang.String;@2d8fbb0b
598,80,264,30,[&AgFWAgAA],Norgu's Boots,https://render.guildwars2.com/file/F640924D5B38FAFAF55BDF9496D41266A132A83C/61027.png,,Armor,Exotic,[Ljava.lang.String;@259b8259,[Ljava.lang.String;@6ad2df6f,[Ljava.lang.String;@390f27de
599,26,28,48,[&AgFXAgAA],Strong Studded Boots,https://render.guildwars2.com/file/C05DCA62E84D18EF46D5357C217956C55BC3063E/61013.png,,Armor,Fine,[Ljava.lang.String;@69888417,[Ljava.lang.String;@10f84a35,[Ljava.lang.String;@6c2dd6e2
600,65,220,30,[&AgFYAgAA],Shaman's Seer Boots of the Flame Legion,https://render.guildwars2.com/file/F640924D5B38FAFAF55BDF9496D41266A132A83C/61027.png,,Armor,Exotic,[Ljava.lang.String;@2cdc3d6e,[Ljava.lang.String;@159bcde,[Ljava.lang.String;@53a2e722
601,78,96,46,[&AgFZAgAA],Rampager's Privateer Coat,https://render.guildwars2.com/file/9E384E500AE801DE793FFB0149BE330BDA542C58/61024.png,,Armor,Fine,[Ljava.lang.String;@513aa172,[Ljava.lang.String;@1c40c176,[Ljava.lang.String;@50b3216c
602,80,248,105,[&AgFaAgAA],Shaman's Marauder Helm of Hoelbrak,https://render.guildwars2.com/file/67FB026D5F927ADF0591F747CCE3662F33E42668/61025.png,,Armor,Rare,[Ljava.lang.String;@14ec57af,[Ljava.lang.String;@10d95571,[Ljava.lang.String;@a086d6d
603,66,112,74,[&AgFbAgAA],Cleric's Reinforced Scale Boots of Dwayna,https://render.guildwars2.com/file/17C9516D0F0B2EBA616ED794C00F59411E931702/61014.png,,Armor,Masterwork,[Ljava.lang.String;@43f98501,[Ljava.lang.String;@35dee3fe,[Ljava.lang.String;@6f765ae9
